timeInRun,elev_m,inflow_cms,outlfow_cms,active rule
712023,399.58,1.09,15.8,GC
712024,399.13,1.09,15.8,GC
712025,398.68,2.35,17.05,GC
712026,398.23,7.81,22.51,GC
712027,397.79,18.81,33.52,GC
712028,397.34,22.78,36.91,GC
712029,396.83,16.89,32.65,GC
712030,396.32,12.93,28.51,GC
712031,395.82,11.94,27.61,GC
712032,395.31,7.81,22.05,GC
712033,394.8,5.79,21.05,GC
712034,394.3,4.6,19.25,GC
712035,393.79,3.83,18.08,GC
712036,393.28,3.27,16.51,GC
712037,392.68,3,19.49,GC
712038,392.08,2.9,18.39,GC
712039,391.48,6.23,21.72,GC
712040,390.88,10.83,25.46,GC
712041,390.27,9.44,24.36,GC
712042,389.67,11.38,26.09,GC
712043,389.07,8.94,21.61,GC
712044,388.47,7.12,21.22,GC
712045,387.68,5.93,22.78,GC
712046,386.9,5.21,21.34,GC
712047,386.11,6.36,22.5,GC
712048,385.33,8.61,23.32,GC
712049,384.54,25.46,40.17,GC:Vida Max Flood
712050,386.32,117,83.13,GC:Vida Max Flood
712051,392.81,155,4.85,GC:Vida Max Flood
712052,393.91,68.09,38.51,GC:Vida Max Flood
712053,391.45,38.02,102.8,GC:Vida Max Flood
712054,392.06,83.02,67.41,GC:Vida Max Flood
712055,394.56,69.14,1.83,GC:Vida Max Flood
712056,396.03,55.92,12.73,GC:Vida Max Flood
712057,394.55,33.11,76.53,GC:Max Evacuation Release
712058,391.49,23.16,104.77,GC:Max Evacuation Release
712059,387.79,18.41,104.35,GC:Max Evacuation Release
712060,383.6,15.34,95.5,GC:Max Evacuation Release
712061,379.03,14.81,85.51,GC:Max Evacuation Release
712062,374.23,12.82,74.59,GC:Max Evacuation Release
712063,369.41,11.17,63.12,GC
712064,366.72,10.2,34.58,GC
712065,365.12,9.88,23.03,GC
712066,363.52,8.95,21.22,GC
712067,361.92,8.35,19.8,GC
712068,361.6,9.09,11.27,GC
712069,361.28,17.25,19.4,GC:Max Evacuation Release
712070,363.35,46.68,32.19,GC:Max Evacuation Release
712071,364.22,43.7,37.11,GC:Max Evacuation Release
712072,362.32,25.25,39.21,GC:Max Evacuation Release
712073,363.17,40.72,34.66,GC:Max Evacuation Release
712074,362.81,34.11,36.68,GC:Max Evacuation Release
712075,361.77,28.56,35.83,GC:Max Evacuation Release
712076,360.24,23.17,33.36,GC:Vida Max Flood
712077,362.28,43.36,29.68,GC:Vida Max Flood
712078,363.36,42.37,34.55,GC:Vida Max Flood
712079,362.68,32.22,37.14,GC:Vida Max Flood
712080,361.81,29.35,35.51,GC:Vida Max Flood
712081,360.26,23.17,33.41,GC
712082,359.69,19.5,23.09,GC
712083,359.69,24.55,24.55,GC
712084,359.69,24.57,24.57,GC
712085,359.69,20.14,20.14,GC:Vida Max Flood
712086,361.4,39.41,28.32,GC:Vida Max Flood
712087,370.43,107.49,32.44,GC:Vida Max Flood
712088,371.69,67.17,54.01,GC:Vida Max Flood
712089,376.22,109.13,56.93,GC:Vida Max Flood
712090,379.5,98.56,53.91,GC:Vida Max Flood
712091,377.86,52.62,75.61,GC:Max Evacuation Release
712092,374.83,33.46,71.79,GC:Max Evacuation Release
712093,371.42,25.79,64.55,GC:Max Evacuation Release
712094,368.06,23.64,56.4,GC:Max Evacuation Release
712095,364.87,21.43,48.38,GC:Max Evacuation Release
712096,361.9,18.85,40.75,GC
712097,359.69,17.43,31.89,GC
712098,359.69,17.63,17.63,GC
712099,359.69,18.03,18.03,GC
712100,359.69,17.43,17.43,GC
712101,359.69,15.88,15.88,GC
712102,359.69,15.55,15.55,GC
712103,359.69,16.1,16.1,GC
712104,359.69,14.65,14.65,GC
712105,359.69,14.28,14.28,GC
712106,359.69,13.72,13.72,GC
712107,359.69,12.65,12.65,GC
712108,359.69,11.49,11.49,GC
712109,359.69,10.99,10.99,GC
712110,359.69,10.16,10.16,GC
712111,359.69,19.98,19.98,GC:Vida Max Flood
712112,360.96,36.45,28.32,GC:Max Evacuation Release
712113,360.41,27.81,31.41,GC
712114,359.69,22.76,27.29,GC
712115,359.69,19.31,19.31,GC:Vida Max Flood
712116,360.86,35.8,28.32,GC:Max Evacuation Release
712117,362.17,40.09,31.18,GC:Max Evacuation Release
712118,360.77,24.81,34.31,GC
712119,359.69,19.51,26.39,GC
712120,359.69,16.27,16.27,GC
712121,359.69,14.42,14.42,GC
712122,359.69,12.81,12.81,GC
712123,359.69,12.65,12.65,GC
712124,359.69,14.64,14.64,GC
712125,359.69,16.87,16.87,GC
712126,359.69,15.59,15.59,GC
712127,359.69,21.02,21.02,GC:Vida Max Flood
712128,365.72,71.52,28.32,GC:Max Evacuation Release
712129,367.06,54,42.79,GC:Max Evacuation Release
712130,365.97,36.81,45.98,GC:Max Evacuation Release
712131,365.94,43.1,43.39,GC:Max Evacuation Release
712132,363.74,26.08,43.3,GC:Max Evacuation Release
712133,361.16,19.77,38.06,GC
712134,359.69,16.5,25.94,GC:Vida Max Flood
712135,361.26,38.48,28.32,GC:Max Evacuation Release
712136,362.14,38.15,32.14,GC:Max Evacuation Release
712137,364.39,50.71,34.24,GC:Max Evacuation Release
712138,370.39,92.68,39.61,GC:Max Evacuation Release
712139,371.56,65.59,53.95,GC:Max Evacuation Release
712140,372.07,62.94,56.72,GC:Max Evacuation Release
712141,370.58,42.46,57.95,GC:Max Evacuation Release
712142,367.98,28.91,54.41,GC:Max Evacuation Release
712143,364.84,21.71,48.19,GC:Max Evacuation Release
712144,361.76,18.11,40.67,GC
712145,361.44,15.24,17.4,Daily BiOp Max Rate Decrease
712146,362.13,13.37,8.7,Daily BiOp Max Rate Decrease
712147,363.9,17.24,4.35,GC
712148,366.7,25.8,3.45,GC
712149,368.45,43.71,28.18,GC:Vida Max Flood
712150,373.66,82.71,28.32,GC:Max Evacuation Release
712151,374.72,73.78,61.75,GC:Vida Max Flood
712152,377.98,95.92,54.31,GC:Vida Max Flood
712153,380.69,86.01,47.95,GC:Max Evacuation Release
712154,379.27,58.58,78.56,GC:Max Evacuation Release
712155,377.62,51.97,75.16,GC:Vida Max Flood
712156,380.15,63.87,28.32,GC
712157,379.84,50.98,55.42,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
712158,380.42,36.44,28.32,Daily BiOp Max Rate Decrease
712159,381.22,27.52,14.81,Daily BiOp Max Rate Decrease
712160,382.25,23.42,7.41,Daily BiOp Max Rate Decrease
712161,383.22,20.15,3.7,Daily BiOp Max Rate Decrease
712162,384.16,17.84,1.85,Min Flow - at Blue River
712163,384.98,15.89,1.42,Min Flow - at Blue River
712164,385.66,14.11,1.42,Min Flow - at Blue River
712165,386.26,12.99,1.42,Min Flow - at Blue River
712166,386.79,12.49,1.42,Min Flow - at Blue River
712167,387.27,11.17,1.42,Min Flow - at Blue River
712168,387.71,10.35,1.42,Min Flow - at Blue River
712169,388.07,9.52,1.42,Min Flow - at Blue River
712170,388.45,9.09,1.42,Min Flow - at Blue River
712171,388.75,8.5,1.42,Min Flow - at Blue River
712172,389.03,8.04,1.42,Min Flow - at Blue River
712173,389.31,7.57,1.42,Min Flow - at Blue River
712174,389.6,7.12,1.42,Min Flow - at Blue River
712175,389.82,6.69,1.42,Min Flow - at Blue River
712176,390.05,6.69,1.42,Min Flow - at Blue River
712177,390.28,7.35,1.42,Min Flow - at Blue River
712178,390.48,7.03,1.42,Min Flow - at Blue River
712179,390.72,7.03,1.42,Min Flow - at Blue River
712180,390.94,6.53,1.42,Min Flow - at Blue River
712181,391.15,6.4,1.42,Min Flow - at Blue River
712182,391.36,6.27,1.42,Min Flow - at Blue River
712183,391.52,6,1.42,Min Flow - at Blue River
712184,391.67,5.61,1.42,Min Flow - at Blue River
712185,391.86,5.74,1.42,Min Flow - at Blue River
712186,392.11,8.02,1.42,Min Flow - at Blue River
712187,392.5,11.33,1.42,Min Flow - at Blue River
712188,393.69,33.07,1.42,Min Flow - at Blue River
712189,394.65,28.31,1.42,Min Flow - at Blue River
712190,395.18,17.84,1.42,Min Flow - at Blue River
712191,395.65,14.63,1.42,Min Flow - at Blue River
712192,396.1,14.83,1.42,Min Flow - at Blue River
712193,396.69,19.06,1.42,Min Flow - at Blue River
712194,397.3,21.01,1.42,Min Flow - at Blue River
712195,397.83,18.04,1.42,Min Flow - at Blue River
712196,398.26,15.36,1.42,Min Flow - at Blue River
712197,398.66,14.63,1.42,Min Flow - at Blue River
712198,399.1,15.89,1.42,Min Flow - at Blue River
712199,399.56,16.29,1.42,Min Flow - at Blue River
712200,399.99,15.56,1.42,Min Flow - at Blue River
712201,400.37,14.64,1.42,Min Flow - at Blue River
712202,400.85,17.84,1.42,Min Flow - at Blue River
712203,401.31,17.44,1.42,Min Flow - at Blue River
712204,401.73,15.56,1.42,Min Flow - at Blue River
712205,402.08,14.37,1.42,Min Flow - at Blue River
712206,402.48,15.3,1.42,Min Flow - at Blue River
712207,403.02,21.81,1.42,GC
712208,403.29,28.52,18.61,GC
712209,403.55,28.25,19.97,GC
712210,403.8,27.19,17.77,GC
712211,404.04,26.96,17.97,GC
712212,404.28,25.97,16.98,GC
712213,404.52,25.21,16.22,GC
712214,404.76,23.82,14.83,GC
712215,405,22.9,12.85,GC
712216,405.24,25.97,16.6,GC
712217,405.48,30.4,21.41,GC
712218,405.72,30.4,21.41,GC
712219,405.95,27.72,18.91,GC
712220,406.19,25.48,15.75,GC
712221,406.42,23.13,13.81,GC
712222,406.66,20.32,11.24,GC
712223,406.89,17.38,7.47,Min Flow - at Salem
712224,407.07,15.1,8.59,Min Flow - at Salem
712225,407.13,12.92,10.59,Min Flow - at Salem
712226,407.12,11.43,11.87,Min Flow - at Salem
712227,407.06,10.77,13.1,Min Flow - at Salem
712228,406.96,10.28,13.92,Min Flow - at Salem
712229,406.85,10.44,14.88,Min Flow - at Salem
712230,406.88,10.77,9.37,Daily BiOp Max Rate Decrease
712231,407.06,11.43,4.68,Daily BiOp Max Rate Decrease
712232,407.47,19.23,2.34,Min Flow - at Blue River
712233,407.88,18.17,1.42,Min Flow - at Blue River
712234,408.25,15.83,1.42,Min Flow - at Salem
712235,408.54,13.57,1.45,Min Flow - at Salem
712236,408.81,13.04,1.51,Min Flow - at Salem
712237,409.08,13.04,1.42,Min Flow - at Blue River
712238,409.39,14.13,1.42,Min Flow - at Blue River
712239,409.7,14.85,1.42,Min Flow - at Blue River
712240,410.16,20.64,1.42,Min Flow - at Blue River
712241,410.69,24.21,1.42,GC
712242,411.05,19.15,2.89,GC
712243,411.27,16.9,7.91,GC
712244,411.48,16.71,7.71,GC
712245,411.48,18.52,18.52,GC
712246,411.48,19.15,19.15,GC
712247,411.48,22.59,22.59,GC
712248,411.48,19.58,19.58,GC
712249,411.48,17.1,17.1,GC
712250,411.48,16.31,16.31,GC
712251,411.48,15.58,15.58,GC
712252,411.48,13.96,13.96,GC
712253,411.48,12.34,12.34,GC
712254,411.48,11.35,11.35,GC
712255,411.48,10.86,10.86,GC
712256,411.48,10.69,10.69,GC
712257,411.48,11.02,11.02,GC
712258,411.48,10.53,10.53,GC
712259,411.48,9.07,9.07,GC
712260,411.48,8.18,8.18,Min Flow - at Salem
712261,411.43,7.59,9.85,Min Flow - at Salem
712262,411.21,6.82,15.87,Min Flow - at Salem
712263,411.11,6.4,10.65,Min Flow - at Salem
712264,410.99,6,11.1,Min Flow - at Salem
712265,410.88,5.87,10.35,Min Flow - at Salem
712266,410.78,5.38,9.93,Min Flow - at Salem
712267,410.69,5.11,9.34,Min Flow - at Salem
712268,410.61,4.71,8.73,Min Flow - at Salem
712269,410.51,4.61,8.84,Min Flow - at Salem
712270,410.39,4.48,9.5,Min Flow - at Salem
712271,410.24,4.09,10.5,Min Flow - at Salem
712272,410.08,3.99,10.91,Min Flow - at Salem
712273,409.91,3.72,10.69,Min Flow - at Salem
712274,409.76,3.72,10.37,Min Flow - at Salem
712275,409.58,3.62,10.91,Min Flow - at Salem
712276,409.39,3.52,11.84,Min Flow - at Salem
712277,409.18,3.39,12.17,Daily BiOp Max Rate Decrease
712278,409.11,3.39,6.08,Daily BiOp Max Rate Decrease
712279,409.12,3.2,3.04,Daily BiOp Max Rate Decrease
712280,409.15,3.1,1.52,Min Flow - at Salem
712281,409.19,3,1.51,Min Flow - at Salem
712282,409.21,2.77,2.11,Min Flow - at Salem
712283,409.21,2.77,2.58,Min Flow - at Salem
712284,409.21,2.67,2.81,Min Flow - at Salem
712285,409.19,2.57,3.28,Min Flow - at Salem
712286,409.17,2.5,3.46,Min Flow - at Salem
712287,409.14,2.4,3.34,Min Flow - at Salem
712288,409.1,2.24,3.94,Min Flow - at Salem
712289,409.06,2.14,3.83,Min Flow - at Salem
712290,408.98,2.07,5.78,Min Flow - at Salem
712291,408.89,2.01,5.62,Min Flow - at Salem
712292,408.81,2.01,5.55,Min Flow - at Salem
712293,408.77,2.01,3.71,Min Flow - at Salem
712294,408.74,2.01,2.88,Daily BiOp Max Rate Decrease
712295,408.76,2.01,1.44,Min Flow - at Blue River
712296,408.77,1.72,1.42,Min Flow - at Blue River
712297,408.77,1.72,1.42,Min Flow - at Blue River
712298,408.78,1.72,1.42,Min Flow - at Blue River
712299,408.79,1.72,1.42,Min Flow - at Blue River
712300,408.79,1.56,1.42,Min Flow - at Blue River
712301,408.79,1.56,1.42,Min Flow - at Blue River
712302,408.8,1.56,1.42,Min Flow - at Albany by Water Year Type
712303,408.8,1.4,1.42,Min Flow - at Albany by Water Year Type
712304,408.8,1.4,1.46,Min Flow - at Albany by Water Year Type
712305,408.79,1.4,1.49,Min Flow - at Blue River
712306,408.79,1.4,1.42,Min Flow - at Albany by Water Year Type
712307,408.79,1.23,1.44,Min Flow - at Albany by Water Year Type
712308,408.78,1.23,1.42,Min Flow - at Albany by Water Year Type
712309,408.77,1.23,1.61,Min Flow - at Albany by Water Year Type
712310,408.76,1.23,1.97,Min Flow - at Albany by Water Year Type
712311,408.73,1.23,2.29,Min Flow - at Albany by Water Year Type
712312,408.71,1.23,2.29,Min Flow - at Albany by Water Year Type
712313,408.68,1.23,2.35,Min Flow - at Albany by Water Year Type
712314,408.64,1.07,2.77,Min Flow - at Albany by Water Year Type
712315,408.6,1.07,2.79,Min Flow - at Albany by Water Year Type
712316,408.56,1.07,2.89,Min Flow - at Albany by Water Year Type
712317,408.51,1.07,3,Min Flow - at Albany by Water Year Type
712318,408.46,1.07,3.08,Min Flow - at Albany by Water Year Type
712319,408.41,1.07,3.15,Min Flow - at Albany by Water Year Type
712320,408.36,1.07,3.32,Min Flow - at Albany by Water Year Type
712321,408.3,0.91,3.5,Min Flow - at Albany by Water Year Type
712322,408.24,0.91,3.61,Min Flow - at Albany by Water Year Type
712323,408.17,0.91,3.87,Min Flow - at Albany by Water Year Type
712324,408.06,0.74,4.75,Min Flow - at Albany by Water Year Type
712325,407.91,0.74,6.46,Min Flow - at Albany by Water Year Type
712326,407.76,0.75,6.78,Min Flow - at Albany by Water Year Type
712327,407.61,0.78,6.9,Min Flow - at Albany by Water Year Type
712328,407.46,0.79,7.03,Min Flow - at Albany by Water Year Type
712329,407.32,0.79,6.95,Min Flow - at Albany by Water Year Type
712330,407.17,0.75,6.82,Min Flow - at Albany by Water Year Type
712331,407.01,0.75,6.79,Min Flow - at Albany by Water Year Type
712332,406.85,0.75,6.81,Min Flow - at Albany by Water Year Type
712333,406.7,0.75,7.12,Min Flow - at Albany by Water Year Type
712334,406.55,0.69,6.91,Min Flow - at Albany by Water Year Type
712335,406.39,0.69,6.65,Min Flow - at Albany by Water Year Type
712336,406.24,0.63,6.41,Min Flow - at Albany by Water Year Type
712337,406.11,0.69,6.32,Min Flow - at Albany by Water Year Type
712338,405.98,0.69,5.86,Min Flow - at Albany by Water Year Type
712339,405.86,0.76,5.45,Min Flow - at Albany by Water Year Type
712340,405.73,0.76,5.58,Min Flow - at Albany by Water Year Type
712341,405.6,0.69,5.6,Min Flow - at Albany by Water Year Type
712342,405.47,0.69,5.52,Min Flow - at Albany by Water Year Type
712343,405.34,0.7,5.48,Min Flow - at Albany by Water Year Type
712344,405.21,0.63,5.58,Min Flow - at Albany by Water Year Type
712345,405.08,0.63,5.66,Min Flow - at Albany by Water Year Type
712346,404.96,0.63,5.75,Min Flow - at Albany by Water Year Type
712347,404.84,0.7,5.78,Min Flow - at Albany by Water Year Type
712348,404.71,0.63,5.79,Min Flow - at Albany by Water Year Type
712349,404.57,0.63,5.81,Min Flow - at Albany by Water Year Type
712350,404.43,0.64,5.85,Min Flow - at Albany by Water Year Type
712351,404.28,0.57,6.24,Min Flow - at Albany by Water Year Type
712352,404.14,0.57,5.85,Min Flow - at Albany by Water Year Type
712353,404,0.64,5.58,Min Flow - at Albany by Water Year Type
712354,403.88,1,5.62,Min Flow - at Albany by Water Year Type
712355,403.74,1.53,6.9,Min Flow - at Albany by Water Year Type
712356,403.59,1.07,6.7,Min Flow - at Albany by Water Year Type
712357,403.39,0.87,7.6,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712358,403.17,0.9,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712359,402.96,0.87,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712360,402.76,0.87,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712361,402.55,0.74,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712362,402.35,0.74,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712363,402.11,0.74,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712364,401.9,0.8,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712365,401.68,0.8,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712366,401.45,0.8,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712367,401.24,0.74,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712368,401.02,0.67,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712369,400.78,0.67,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712370,400.54,0.6,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712371,400.32,0.61,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712372,400.1,0.54,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712373,399.86,0.54,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712374,399.61,0.54,8.5,Min Flow - at Albany by Water Year Type:Max Con Flow - at Blue River
712375,399.37,0.61,8.5,Min Flow - at Albany by Water Year Type
712376,399.13,0.54,8.49,Min Flow - at Albany by Water Year Type
712377,398.91,0.55,7.92,Min Flow - at Salem
712378,398.7,0.55,7.43,Min Flow - at Albany by Water Year Type
712379,398.5,0.55,7.09,Min Flow - at Albany by Water Year Type
712380,398.31,0.55,6.66,Min Flow - at Albany by Water Year Type
712381,398.14,0.55,6.16,Min Flow - at Albany by Water Year Type
712382,397.98,0.91,6.18,Min Flow - at Albany by Water Year Type
712383,397.83,0.91,5.85,Min Flow - at Albany by Water Year Type
712384,397.67,0.78,5.93,Min Flow - at Albany by Water Year Type
712385,397.56,0.78,4.37,Min Flow - at Albany by Water Year Type
712386,397.52,0.92,2.38,GC
712387,397.58,5.31,3.38,GC
712388,397.72,10.11,5.44,GC
712389,398.1,19.86,7.49,GC:Max Con Flow - at Blue River
712390,398.71,28.78,8.5,GC
712391,398.23,11.6,27.35,GC
712392,397.79,6.64,21.35,GC
712393,397.34,4.59,18.72,GC
712394,396.83,3.4,19.16,GC
712395,396.32,2.61,18.19,GC
712396,395.82,2.34,18.01,GC
712397,395.31,2.05,16.29,GC
712398,394.8,2.34,17.6,GC
712399,394.3,8.55,23.21,GC
712400,393.79,7.49,21.73,GC
712401,393.28,15.56,28.8,GC
712402,392.68,18.6,35.09,GC
712403,392.08,12.91,28.4,GC
712404,391.48,9.6,25.09,GC
712405,390.88,9.01,23.64,GC
712406,390.27,15.49,30.41,GC
712407,389.67,29.03,43.74,GC
712408,389.07,30.09,42.76,GC
712409,388.47,40.33,54.43,GC:Vida Max Flood
712410,389.2,114.36,97.13,GC:Max Evacuation Release
712411,386.98,50.25,98.88,GC
712412,386.11,26.95,44.65,GC
712413,385.33,18.16,32.86,GC
712414,384.54,14.36,29.06,GC
712415,383.76,11.75,25.03,GC
712416,382.97,9.77,23.04,GC
712417,382.19,8.41,21.54,GC
712418,381.12,7.35,23.77,GC
712419,380.06,6.51,22.93,GC
712420,378.99,5.98,20.97,GC
712421,377.92,5.59,20.58,GC
712422,376.85,5.2,19.34,GC
712423,375.79,4.92,19.2,GC
712424,374.72,4.53,16.81,GC
712425,373.12,4.36,22.78,GC
712426,371.52,4.1,21.94,GC
712427,369.92,3.93,20.08,GC
712428,368.32,7.13,22.35,GC
712429,366.72,25.57,39.73,GC:Vida Max Flood
712430,368.52,61.21,45.17,GC:Max Evacuation Release
712431,367.7,42.04,49.48,GC:Max Evacuation Release
712432,365.66,30.14,47.52,GC:Max Evacuation Release
712433,362.86,21.22,42.65,GC
712434,361.28,16.43,27.41,GC
712435,360.97,13.52,15.64,GC
712436,360.65,11.64,13.72,GC
712437,360.33,10.81,12.87,GC
712438,360.01,11.47,13.5,GC
712439,359.69,11.47,13.47,GC
712440,359.69,10.31,10.31,GC
712441,359.69,9.19,9.19,GC
712442,359.69,8.59,8.59,GC
712443,359.69,8.73,8.73,GC
712444,359.69,17.42,17.42,GC
712445,359.69,20.56,20.56,GC:Vida Max Flood
712446,359.9,29.61,28.32,GC:Max Evacuation Release
712447,363.91,56.58,28.88,GC:Max Evacuation Release
712448,368.42,76.07,38.46,GC:Max Evacuation Release
712449,371.56,80.05,49.24,GC:Vida Max Flood
712450,370.27,43.7,56.73,GC:Vida Max Flood
712451,369.29,44.03,53.66,GC:Vida Max Flood
712452,368.77,46.35,51.31,GC:Vida Max Flood
712453,368.4,46.68,50.06,GC:Vida Max Flood
712454,365.7,25.79,49.19,GC:Vida Max Flood
712455,362.53,18.65,42.73,GC
712456,359.69,14.98,33.91,Daily BiOp Max Rate Decrease:ZB
712457,359.66,12.31,12.5,GC
712458,359.69,11.65,11.46,GC
712459,359.69,12.47,12.47,GC
712460,359.69,13.89,13.89,GC
712461,359.69,13.7,13.7,GC
712462,359.69,12.31,12.31,GC
712463,359.69,11.15,11.15,GC
712464,359.69,11.65,11.65,GC
712465,359.69,11.48,11.48,GC
712466,359.69,26.25,26.25,GC
712467,359.69,23.87,23.87,GC
712468,359.69,15.55,15.55,GC
712469,359.69,16.01,16.01,GC:Vida Max Flood
712470,361.98,43.37,28.32,GC:Vida Max Flood
712471,360.71,25.26,33.86,GC
712472,359.69,18.42,24.88,GC
712473,359.69,15.15,15.15,GC
712474,359.69,13.17,13.17,GC
712475,359.69,13.53,13.53,GC
712476,359.69,16.27,16.27,GC
712477,359.69,27.25,27.25,GC
712478,359.69,21.23,21.23,GC
712479,359.69,16.27,16.27,GC
712480,359.69,12.96,12.96,GC
712481,359.69,11.31,11.31,GC
712482,359.69,10.32,10.32,GC
712483,359.69,9.66,9.66,GC
712484,359.69,8.9,8.9,GC
712485,359.69,8.14,8.14,GC
712486,359.69,7.74,7.74,GC
712487,359.69,7.32,7.32,GC
712488,359.69,7.58,7.58,GC
712489,359.69,9.38,9.38,GC
712490,359.69,8.35,8.35,GC
712491,359.69,7.45,7.45,GC
712492,359.69,6.99,6.99,GC
712493,359.69,6.73,6.73,GC
712494,359.69,6.3,6.3,GC
712495,359.69,5.91,5.91,GC
712496,359.69,5.52,5.52,GC
712497,359.69,5.39,5.39,GC
712498,359.69,5.39,5.39,GC
712499,359.69,5.4,5.4,GC
712500,359.69,5.27,5.27,GC
712501,359.69,5.27,5.27,GC
712502,359.69,5.67,5.67,GC
712503,359.69,11.88,11.88,GC
712504,359.69,13.61,13.61,GC
712505,359.69,12.88,12.88,GC
712506,359.69,14.33,14.33,GC
712507,359.69,13.44,13.44,GC
712508,359.69,14.34,14.34,GC:Vida Max Flood
712509,359.83,29.17,28.32,GC
712510,361.44,52.38,41.86,GC:Vida Max Flood
712511,369.01,88.98,28.32,GC:Vida Max Flood
712512,371.85,80.06,50.63,GC:Vida Max Flood
712513,373.19,71.47,57.42,GC:Vida Max Flood
712514,376.41,99.23,60.63,GC:Vida Max Flood
712515,375.95,61.89,68.31,GC:Vida Max Flood
712516,373.3,36.11,67.22,GC
712517,373.26,26.53,26.91,Daily BiOp Max Rate Decrease
712518,374.08,23.42,13.89,Daily BiOp Max Rate Decrease
712519,375.33,21.64,6.95,Daily BiOp Max Rate Decrease
712520,376.6,19.92,3.47,Daily BiOp Max Rate Decrease
712521,378.03,20.38,1.74,Min Flow - at Blue River
712522,379.27,18.87,1.42,Min Flow - at Blue River
712523,380.32,16.09,1.42,Min Flow - at Blue River
712524,381.14,14.44,1.42,Min Flow - at Blue River
712525,382.05,15.56,1.42,Min Flow - at Blue River
712526,383.04,17.84,1.42,Min Flow - at Blue River
712527,383.87,15.57,1.42,Min Flow - at Blue River
712528,384.61,13.71,1.42,Min Flow - at Blue River
712529,385.21,12.66,1.42,Min Flow - at Blue River
712530,385.73,11.17,1.42,Min Flow - at Blue River
712531,386.19,10.18,1.42,Min Flow - at Blue River
712532,386.55,9.52,1.42,Min Flow - at Blue River
712533,386.97,9.22,1.42,Min Flow - at Blue River
712534,387.31,8.76,1.42,Min Flow - at Blue River
712535,387.7,9.22,1.42,Min Flow - at Blue River
712536,388.09,10.18,1.42,Min Flow - at Blue River
712537,388.59,12,1.42,Min Flow - at Blue River
712538,389.08,12.99,1.42,Min Flow - at Blue River
712539,390.03,11.15,1.42,Min Flow - at Blue River
712540,390.36,10.16,1.42,Min Flow - at Blue River
712541,390.69,9.67,1.42,Min Flow - at Blue River
712542,391.04,9.67,1.42,Min Flow - at Blue River
712543,391.37,9.21,1.42,Min Flow - at Blue River
712544,391.64,8.75,1.42,Min Flow - at Blue River
712545,391.92,8.32,1.42,Min Flow - at Blue River
712546,392.17,8.02,1.42,Min Flow - at Blue River
712547,392.47,9.08,1.42,Min Flow - at Blue River
712548,392.96,14.63,1.42,Min Flow - at Blue River
712549,393.4,12.81,1.42,Min Flow - at Blue River
712550,393.76,11.16,1.42,Min Flow - at Blue River
712551,394.07,10.17,1.42,Min Flow - at Blue River
712552,394.36,9.34,1.42,Min Flow - at Blue River
712553,394.62,8.75,1.42,Min Flow - at Blue River
712554,394.85,8.48,1.42,Min Flow - at Blue River
712555,395.08,8.62,1.42,Min Flow - at Blue River
712556,395.34,8.92,1.42,Min Flow - at Blue River
712557,395.6,8.62,1.42,Min Flow - at Blue River
712558,395.83,8.02,1.42,Min Flow - at Blue River
712559,396.04,7.56,1.42,Min Flow - at Blue River
712560,396.22,7.43,1.42,Min Flow - at Blue River
712561,396.53,10.17,1.42,Min Flow - at Blue River
712562,398.06,50.32,1.42,Min Flow - at Blue River
712563,399.55,49.99,1.42,Min Flow - at Blue River
712564,400.75,42.39,1.42,GC
712565,401.51,37.77,11.66,GC:Max Con Flow - at Blue River
712566,401.83,36.78,25.49,GC
712567,402.03,27.79,20.41,GC
712568,402.28,26.04,17.76,GC
712569,402.54,28.05,18.83,GC
712570,402.79,21.58,12.11,GC
712571,403.04,22.43,12.97,GC
712572,403.29,22.9,13.64,GC
712573,403.55,23.59,15.31,GC:Vida Max Flood
712574,403.84,33.74,22.65,GC:Vida Max Flood
712575,404.4,43.65,22.65,GC
712576,404.28,39.02,43.69,Daily BiOp Max Rate Decrease:Max Con Flow - at Blue River
712577,404.43,28.25,22.65,Daily BiOp Max Rate Decrease
712578,404.74,23.13,11.33,GC
712579,405,22.24,11.6,GC
712580,405.24,22.67,13.3,GC
