timeInRun,elev_m,inflow_cms,outlfow_cms
708202,405.68,10.47,2.99
708203,405.72,9.64,8.05
708204,405.69,8.88,10.03
708205,405.57,7.96,12.38
708206,405.41,7.23,13.38
708207,405.23,6.9,13.74
708208,405.02,6.34,14.3
708209,404.79,5.91,15.71
708210,404.5,5.64,16.47
708211,404.16,5.21,18.01
708212,403.77,5.48,20.17
708213,403.28,5.35,22.24
708214,402.82,5.35,22.65
708215,402.34,4.82,22.65
708216,402.14,4.65,11.33
708217,402.2,7.82,5.67
708218,402.35,7.66,2.84
708219,402.65,12.61,1.42
708220,402.94,12.35,1.42
708221,403.17,10.07,1.42
708222,403.38,8.49,1.42
708223,403.62,9.58,1.42
708224,403.89,11.79,1.42
708225,404.17,11.99,1.42
708226,404.41,10.41,1.78
708227,404.52,9.12,4.97
708228,404.53,8.03,7.43
708229,404.45,7.17,10.23
708230,404.29,6.57,12.66
708231,404.03,5.98,15.63
708232,403.71,5.58,17.73
708233,403.31,5.15,18.97
708234,402.88,4.76,20.33
708235,402.44,4.46,21.25
708236,401.92,4.2,22.23
708237,401.38,3.93,22.65
708238,400.84,3.67,22.65
708239,400.29,3.54,22.65
708240,399.71,3.41,22.65
708241,399.12,3.31,22.65
708242,398.53,3.17,22.65
708243,397.93,3.04,22.65
708244,397.3,2.91,22.65
708245,396.68,2.78,22.65
708246,396.02,2.55,22.65
708247,395.42,2.45,19.69
708248,394.86,2.45,18.9
708249,394.29,2.65,19.41
708250,393.91,3.41,14.16
708251,393.5,2.85,14.16
708252,393.04,2.58,14.16
708253,392.62,2.39,14.16
708254,392.15,2.26,14.16
708255,391.67,2.16,14.16
708256,391.21,2.06,14.16
708257,390.7,2.06,14.16
708258,390.23,2.06,14.16
708259,389.72,1.96,14.16
708260,389.14,1.86,14.16
708261,388.6,1.73,14.16
708262,388.01,1.63,14.16
708263,387.41,1.46,14.16
708264,386.8,1.4,14.16
708265,386.19,1.4,14.16
708266,385.51,1.33,14.16
708267,384.83,1.33,14.16
708268,384.07,1.26,14.16
708269,383.35,1.26,14.16
708270,382.54,1.26,14.16
708271,381.76,1.17,14.16
708272,380.91,1.1,14.16
708273,380.56,1.1,7.08
708274,380.39,1.1,3.54
708275,380.34,1.04,1.77
708276,380.31,0.97,1.42
708277,380.27,0.97,1.42
708278,380.24,0.97,1.42
708279,380.21,0.97,1.42
708280,380.18,0.97,1.42
708281,380.14,0.9,1.42
708282,380.1,0.84,1.42
708283,380.06,0.77,1.42
708284,380.01,0.77,1.42
708285,379.96,0.77,1.42
708286,379.92,0.74,1.42
708287,379.87,0.74,1.42
708288,379.82,0.74,1.42
708289,379.77,0.74,1.42
708290,379.72,0.68,1.42
708291,379.67,0.68,1.42
708292,379.61,0.68,1.42
708293,379.56,0.68,1.42
708294,379.51,0.64,1.42
708295,379.45,0.64,1.42
708296,379.39,0.58,1.42
708297,379.33,0.58,1.42
708298,379.27,0.58,1.42
708299,379.22,0.64,1.42
708300,379.17,0.68,1.42
708301,379.12,0.78,1.42
708302,379.07,0.68,1.42
708303,379.01,0.64,1.42
708304,378.95,0.58,1.42
708305,378.89,0.58,1.42
708306,378.84,0.68,1.42
708307,378.81,1.04,1.42
708308,378.77,0.84,1.42
708309,378.73,0.75,1.42
708310,378.67,0.68,1.42
708311,378.62,0.68,1.42
708312,378.57,0.67,1.42
708313,378.51,0.61,1.42
