timeInRun,elev_m,inflow_cms,outlfow_cms
707291,496.18,8.32,29.34
707292,495.7,9,29.56
707293,495.21,15.38,37.36
707294,494.72,39.95,60.51
707295,494.23,26.11,46.67
707296,493.75,16.04,36.59
707297,493.26,13.05,33.6
707298,492.77,12.05,32.61
707299,492.28,11.22,31.77
707300,491.77,10.87,32.55
707301,491.25,10.6,30.85
707302,490.74,10.27,31.95
707303,490.23,9.74,30
707304,489.71,9.4,29.66
707305,489.2,9.68,29.93
707306,488.68,11.76,32.42
707307,488.17,15.8,35.08
707308,487.73,16.45,33.98
707309,487.09,13.34,37.52
707310,486.53,11.98,32.89
707311,485.99,11.23,31.62
707312,485.45,10.92,31.32
707313,484.9,10.7,30.93
707314,484.36,10.84,29.97
707315,483.79,12.76,33.07
707316,483.21,18.93,39.1
707317,482.64,19.62,39.79
707318,482.07,24.75,44.92
707319,481.5,36.58,56.75
707320,480.93,34.83,53.56
707321,480.36,31.97,52.13
707322,479.79,39.49,58.23
707323,478.97,40.68,67.38
707324,478.16,32.96,58.23
707325,477.34,34.76,61.45
707326,476.89,53.53,66.83
707327,477.82,95.78,66.76
707328,478.84,104.95,72.96
707329,478.66,74.04,80.04
707330,477.87,57.01,81.39
707331,477.32,61.41,79.39
707332,476.72,59.95,78.36
707333,476.45,68.12,76.74
707334,476.56,80.35,76.92
707335,475.95,60.92,79.32
707336,475.1,50.84,77.09
707337,474.05,41.87,72.86
707338,472.91,34.95,66.84
707339,471.97,31.63,58.83
707340,471.06,27.27,52.16
707341,470.34,25.53,45.75
707342,469.67,23.22,40.67
707343,469.12,21.91,35.93
707344,468.65,21.38,33.98
707345,468.11,20.04,33.98
707346,467.52,19.87,33.98
707347,467.07,22.12,33.98
707348,467.29,39.33,33.98
707349,469.29,84.94,33.98
707350,471.23,86.77,33.98
707351,471.73,60.97,46.98
707352,471.74,50.72,50.5
707353,471.61,46.98,50.55
707354,471.74,53.28,49.65
707355,472.5,70.76,50.56
707356,472.77,64.69,55.93
707357,472.65,54.04,57.84
707358,472.18,42.66,57
707359,471.53,36.81,53.64
707360,470.93,32.39,49.05
707361,470.42,30.5,44.87
707362,469.94,29,41.26
707363,469.59,28.16,37.82
707364,469.65,36.88,35.39
707365,470.66,62.78,35.77
707366,471.3,61.06,42.91
707367,471.75,60,47.47
707368,473.13,89.41,50.62
707369,473.48,70.3,60.37
707370,473.14,53.13,62.86
707371,472.63,45.77,60.42
707372,471.98,38.28,56.87
707373,471.28,33.39,52.24
707374,470.68,30.43,47.33
707375,470.14,28.73,43.09
707376,469.68,27.04,39.29
707377,469.3,25.59,36.04
707378,468.91,24.1,33.98
707379,468.49,23.6,33.98
707380,468.09,23.06,33.98
707381,467.7,24.92,33.98
707382,467.43,27.02,33.98
707383,467.45,34.54,33.98
707384,467.89,44.85,33.98
707385,468.15,39.97,33.98
707386,468.51,43.83,33.98
707387,469.25,52.81,33.98
707388,469.74,47,33.98
707389,470.31,51.1,36.41
707390,472.88,112.61,40.46
707391,477.92,197.09,45.32
707392,478.47,110.99,94.21
